name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
hyundai verna sx diesel,2013.0,550000.0,42324.0,diesel,dealer,manual,second owner
mahindra xuv500 w10 1.99 mhawk,2016.0,1044999.0,65000.0,diesel,dealer,manual,first owner
mahindra scorpio ex,2012.0,550000.0,60236.0,diesel,dealer,manual,first owner
maruti wagon r vxi bs iv,2014.0,210000.0,70000.0,petrol,individual,manual,second owner
maruti wagon r vxi bs iv,2014.0,210000.0,70000.0,petrol,individual,manual,third owner
mahindra xylo e8,2009.0,290000.0,100000.0,diesel,individual,manual,second owner
fiat 500 lounge,2008.0,250999.0,110000.0,diesel,individual,manual,first owner
renault triber rxt bsiv,2019.0,600000.0,10300.0,petrol,individual,manual,first owner
fiat grande punto evo 1.3 active,2014.0,270000.0,120000.0,diesel,individual,manual,second owner
tata new safari 4x4 ex,2012.0,550000.0,142000.0,diesel,individual,manual,first owner
mahindra tuv 300 mhawk100 t8,2017.0,800000.0,25000.0,diesel,individual,manual,first owner
tata altroz xe,2020.0,500000.0,5000.0,petrol,individual,manual,first owner
hyundai grand i10 1.2 kappa sportz bsiv,2016.0,396000.0,28643.0,petrol,dealer,manual,first owner
honda city i dtec vx,2014.0,600000.0,50000.0,diesel,individual,manual,first owner
maruti wagon r zxi 1.2,2019.0,575000.0,30000.0,petrol,dealer,manual,first owner
hyundai santro sportz bsiv,2020.0,520000.0,5000.0,petrol,individual,manual,first owner
mahindra xuv500 at w10 fwd,2018.0,1200000.0,30000.0,diesel,individual,automatic,first owner
maruti baleno delta automatic,2018.0,600000.0,7600.0,petrol,individual,automatic,first owner
chevrolet beat diesel ls,2013.0,195000.0,47253.0,diesel,dealer,manual,first owner
maruti alto k10 vxi ags,2015.0,281000.0,4432.0,petrol,dealer,automatic,second owner
tata indica gls bs iv,2010.0,75000.0,110000.0,petrol,individual,manual,second owner
hyundai grand i10 sportz,2014.0,400000.0,25000.0,petrol,individual,manual,first owner
tata indica vista terra 1.4 tdi,2009.0,93000.0,70000.0,diesel,individual,manual,second owner
hyundai i20 active s petrol,2016.0,560000.0,68523.0,petrol,dealer,manual,first owner
hyundai eon 1.0 era plus,2019.0,400000.0,5000.0,petrol,individual,manual,first owner
tata tigor 1.2 revotron xt,2018.0,459999.0,40000.0,petrol,individual,manual,first owner
hyundai xcent 1.2 crdi e,2017.0,450000.0,43000.0,diesel,individual,manual,first owner
maruti alto green lxi (cng),2010.0,88000.0,80251.0,cng,dealer,manual,second owner
hyundai i20 1.2 era,2010.0,250000.0,34500.0,petrol,individual,manual,second owner
ford ikon 1.4 zxi,2001.0,22000.0,42743.0,petrol,dealer,manual,third owner
chevrolet beat diesel ls,2013.0,130000.0,93900.0,diesel,individual,manual,second owner
maruti zen vxi - bs iii,2004.0,79000.0,80000.0,petrol,individual,manual,first owner
chevrolet beat diesel ls,2012.0,120000.0,110000.0,diesel,individual,manual,first owner
bmw 7 series 730ld,2011.0,1200000.0,100000.0,diesel,individual,automatic,second owner
chevrolet optra magnum 2.0 lt,2012.0,300000.0,25000.0,diesel,individual,manual,first owner
maruti a-star lxi,2009.0,145000.0,25000.0,petrol,individual,manual,first owner
ford endeavour 3.2 titanium at 4x4,2019.0,1200000.0,20000.0,diesel,individual,automatic,first owner
chevrolet spark 1.0 lt,2013.0,240000.0,10000.0,petrol,individual,manual,first owner
honda wr-v i-dtec vx,2018.0,700000.0,30000.0,diesel,individual,manual,first owner
hyundai accent glx,2010.0,145000.0,110000.0,petrol,individual,manual,second owner
maruti ertiga vdi limited edition,2014.0,535000.0,80000.0,diesel,individual,manual,second owner
mahindra kuv 100 mfalcon g80 k2 plus,2016.0,420000.0,21000.0,petrol,individual,manual,first owner
maruti alto k10 vxi,2016.0,350000.0,20000.0,petrol,individual,manual,first owner
maruti swift vdi bsiv,2015.0,550000.0,32000.0,diesel,individual,manual,first owner
mitsubishi montero 3.2 mt,2007.0,750000.0,171000.0,diesel,individual,manual,first owner
tata indica vista aqua 1.3 quadrajet abs bsiv,2012.0,198000.0,70000.0,diesel,individual,manual,second owner
hyundai i20 magna optional 1.4 crdi,2013.0,420000.0,50000.0,diesel,individual,manual,first owner
ford endeavour 4x2 xlt,2004.0,195000.0,120000.0,diesel,individual,manual,first owner
hyundai eon sportz,2012.0,150000.0,55766.0,petrol,individual,manual,second owner
nissan micra xl,2011.0,275000.0,40000.0,petrol,individual,manual,second owner
maruti 800 std,2001.0,65000.0,60000.0,petrol,individual,manual,third owner
maruti swift lxi bsiv,2008.0,200000.0,50000.0,petrol,individual,manual,first owner
maruti swift dzire vdi,2010.0,250000.0,110000.0,diesel,individual,manual,second owner
tata indigo tdi,2013.0,182000.0,100000.0,diesel,individual,manual,first owner
maruti zen vx,2001.0,85000.0,86000.0,petrol,individual,manual,second owner
maruti swift vdi,2013.0,400000.0,50000.0,diesel,individual,manual,first owner
maruti baleno delta 1.3,2017.0,650000.0,20000.0,diesel,individual,manual,first owner
hyundai i10 magna 1.2,2010.0,400000.0,50000.0,petrol,individual,manual,first owner
tata manza aura (abs) quadrajet bs iv,2012.0,295000.0,80000.0,diesel,individual,manual,second owner
maruti omni lpg std bsiv,2006.0,60000.0,135000.0,lpg,individual,manual,fourth & above owner
maruti zen d ps,2003.0,110000.0,120000.0,diesel,individual,manual,third owner
fiat linea 1.3 multijet emotion,2015.0,550000.0,113600.0,diesel,individual,manual,first owner
hyundai santro xing gls,2008.0,190000.0,70000.0,petrol,individual,manual,third owner
ford aspire titanium plus diesel bsiv,2018.0,861999.0,20000.0,diesel,dealer,manual,first owner
ford aspire titanium plus bsiv,2018.0,782000.0,14000.0,petrol,dealer,manual,first owner
ford freestyle titanium plus diesel bsiv,2018.0,836000.0,26000.0,diesel,dealer,manual,first owner
honda city i vtec v,2016.0,696000.0,138925.0,petrol,dealer,manual,first owner
honda jazz 1.5 vx i dtec,2016.0,596000.0,121764.0,diesel,dealer,manual,first owner
honda jazz 1.2 vx i vtec,2016.0,612000.0,105429.0,petrol,dealer,manual,first owner
maruti alto 800 lxi,2015.0,114999.0,35000.0,petrol,individual,manual,first owner
tata bolt quadrajet xe,2017.0,340000.0,60000.0,diesel,individual,manual,first owner
maruti swift zxi plus,2020.0,550000.0,5000.0,petrol,individual,manual,first owner
chevrolet aveo u-va 1.2 lt,2008.0,114999.0,70000.0,petrol,individual,manual,third owner
maruti wagon r vxi,2001.0,105000.0,80000.0,petrol,individual,manual,first owner
maruti vitara brezza zdi,2019.0,890000.0,20000.0,diesel,individual,manual,first owner
tata nexon 1.2 revotron xz plus,2019.0,715000.0,8000.0,petrol,individual,manual,first owner
hyundai i20 asta (o),2014.0,525000.0,54000.0,petrol,dealer,manual,second owner
hyundai i20 asta 1.2,2014.0,475000.0,23122.0,petrol,dealer,manual,second owner
chevrolet cruze lt,2012.0,349000.0,44500.0,diesel,dealer,manual,second owner
volkswagen polo gti,2017.0,825000.0,13599.0,petrol,dealer,automatic,first owner
mahindra scorpio sle bsiv,2014.0,550000.0,100000.0,diesel,individual,manual,second owner
maruti swift 1.3 vxi abs,2006.0,95000.0,110000.0,petrol,individual,manual,third owner
toyota innova 2.5 g (diesel) 7 seater,2014.0,725000.0,90000.0,diesel,individual,manual,second owner
tata tigor 1.2 revotron xz option,2019.0,670000.0,17000.0,petrol,individual,manual,first owner
maruti alto lx,2008.0,65000.0,140000.0,petrol,individual,manual,first owner
mahindra xylo d4,2015.0,500000.0,50000.0,diesel,individual,manual,second owner
mahindra kuv 100 mfalcon g80 k8 5str,2017.0,600000.0,53000.0,petrol,individual,manual,first owner
maruti wagon r vxi optional,2017.0,350000.0,70000.0,petrol,individual,manual,second owner
chevrolet beat diesel lt,2012.0,200000.0,70000.0,diesel,individual,manual,second owner
hyundai eon sportz,2012.0,150000.0,80000.0,petrol,individual,manual,first owner
maruti zen d ps,2003.0,75000.0,110000.0,diesel,individual,manual,second owner
honda amaze ex i-dtech,2013.0,350000.0,90000.0,diesel,individual,manual,second owner
toyota innova crysta 2.4 vx mt 8s bsiv,2018.0,1200000.0,15000.0,diesel,individual,manual,first owner
bmw x1 sdrive20d,2011.0,890000.0,86000.0,diesel,individual,automatic,second owner
mahindra scorpio m2di,2014.0,500000.0,120000.0,diesel,individual,manual,first owner
hyundai elite i20 sportz plus dual tone bsiv,2019.0,600000.0,5200.0,petrol,individual,manual,first owner
chevrolet beat ls,2010.0,99000.0,60000.0,petrol,individual,manual,second owner
hyundai i10 era 1.1 itech se,2011.0,235000.0,46000.0,petrol,individual,manual,first owner
tata indigo glx,2006.0,75000.0,40000.0,petrol,individual,manual,second owner
honda city i dtec vx,2014.0,600000.0,90000.0,diesel,individual,manual,second owner
hyundai verna crdi 1.6 sx,2019.0,1000000.0,25000.0,diesel,individual,manual,second owner
hyundai verna 1.6 sx,2012.0,390000.0,90000.0,diesel,individual,manual,first owner
volkswagen polo 1.5 tdi highline,2015.0,600000.0,70000.0,diesel,individual,manual,first owner
hyundai i20 1.2 spotz,2017.0,600000.0,70000.0,petrol,individual,manual,second owner
hyundai elite i20 magna plus diesel,2019.0,730000.0,35000.0,diesel,individual,manual,second owner
hyundai grand i10 1.2 kappa magna at,2017.0,450000.0,12700.0,petrol,individual,automatic,first owner
maruti ritz ldi,2011.0,250000.0,80000.0,diesel,individual,manual,first owner
mahindra xuv500 w10 2wd,2018.0,1200000.0,20000.0,diesel,individual,manual,first owner
renault kwid 1.0 rxt optional,2018.0,300000.0,20000.0,petrol,individual,manual,first owner
ford ecosport 1.5 petrol titanium bsiv,2017.0,800000.0,19000.0,petrol,individual,manual,first owner
fiat grande punto active (diesel),2009.0,125000.0,95000.0,diesel,individual,manual,second owner
volkswagen polo diesel trendline 1.2l,2012.0,295000.0,90000.0,diesel,individual,manual,first owner
ford ecosport 1.0 ecoboost platinum edition bsiv,2013.0,650000.0,45839.0,petrol,dealer,manual,first owner
chevrolet aveo 1.4 ls,2010.0,200000.0,74510.0,petrol,dealer,manual,first owner
chevrolet aveo u-va 1.2 ls,2009.0,130000.0,87293.0,petrol,dealer,manual,first owner
ford figo diesel exi,2012.0,250000.0,156040.0,diesel,dealer,manual,first owner
ford endeavour 2.5l 4x2 mt,2004.0,400000.0,93415.0,diesel,dealer,manual,first owner
ford aspire titanium bsiv,2017.0,430000.0,101159.0,petrol,dealer,manual,first owner
hyundai eon 1.0 kappa magna plus,2015.0,170000.0,80000.0,petrol,individual,manual,second owner
tata tiago 2019-2020 xz,2019.0,450000.0,12000.0,petrol,individual,manual,first owner
maruti swift zxi,2013.0,350000.0,90000.0,petrol,individual,manual,first owner
chevrolet spark 1.0 lt,2011.0,130000.0,68519.0,petrol,dealer,manual,first owner
chevrolet beat diesel ls,2012.0,180000.0,55130.0,diesel,dealer,manual,first owner
ford ecosport 1.0 ecoboost titanium optional,2014.0,475000.0,65239.0,petrol,dealer,manual,first owner
volkswagen polo 1.2 mpi comfortline,2015.0,470000.0,58182.0,petrol,dealer,manual,first owner
ford fiesta diesel trend,2012.0,200000.0,91245.0,diesel,dealer,manual,first owner
mahindra xuv500 w8 2wd,2013.0,650000.0,102989.0,diesel,dealer,manual,first owner
honda city 1.5 e mt,2010.0,400000.0,50000.0,petrol,individual,manual,first owner
maruti zen vxi,2001.0,100000.0,120000.0,petrol,individual,manual,first owner
maruti swift dzire vdi,2014.0,409999.0,90000.0,diesel,individual,manual,first owner
maruti swift vdi bsiv,2018.0,640000.0,25000.0,diesel,individual,manual,first owner
maruti wagon r lxi minor,2007.0,160000.0,80000.0,petrol,individual,manual,second owner
maruti baleno zeta 1.3,2018.0,750000.0,70000.0,diesel,individual,manual,first owner
mahindra jeep mm 550 xdb,2002.0,150000.0,50000.0,diesel,individual,manual,third owner
maruti alto std,2008.0,80000.0,100000.0,petrol,individual,manual,second owner
maruti celerio vdi,2016.0,240000.0,90000.0,diesel,individual,manual,third owner
maruti esteem lxi,2005.0,60000.0,60000.0,petrol,individual,manual,third owner
maruti alto lx,2007.0,70000.0,120000.0,petrol,individual,manual,third owner
volkswagen jetta 1.9 highline tdi,2008.0,285000.0,90000.0,diesel,individual,automatic,second owner
maruti swift vdi bsiv,2015.0,350000.0,60000.0,diesel,individual,manual,second owner
hyundai i20 active 1.4 sx with avn,2015.0,699000.0,30000.0,diesel,individual,manual,second owner
ford figo diesel zxi,2011.0,275000.0,108000.0,diesel,individual,manual,second owner
hyundai i20 1.4 crdi magna,2012.0,350000.0,160000.0,diesel,individual,manual,second owner
maruti alto lxi bsiii,2006.0,135000.0,90000.0,petrol,individual,manual,third owner
mahindra xylo e4 8s,2010.0,325000.0,120000.0,diesel,individual,manual,third owner
mahindra xuv500 w8 2wd,2012.0,650000.0,102000.0,diesel,individual,manual,second owner
mahindra bolero sle,2009.0,300000.0,171000.0,diesel,individual,manual,second owner
toyota innova 2.5 vx (diesel) 8 seater,2014.0,1200000.0,171000.0,diesel,individual,manual,second owner
ford fiesta petrol trend,2012.0,450000.0,60000.0,petrol,dealer,manual,first owner
tata tiago 1.2 revotron xe,2019.0,425000.0,3000.0,petrol,individual,manual,first owner
maruti alto lxi,2006.0,150000.0,75118.0,petrol,individual,manual,second owner
maruti ritz ldi,2013.0,290000.0,140000.0,diesel,individual,manual,second owner
hyundai xcent 1.2 kappa base,2014.0,335000.0,60000.0,petrol,individual,manual,second owner
chevrolet optra 1.6,2006.0,120000.0,79000.0,petrol,dealer,manual,fourth & above owner
ford ikon 1.6 zxi nxt,2005.0,20000.0,25000.0,petrol,individual,manual,second owner
tata indigo ls,2012.0,220000.0,70000.0,diesel,individual,manual,second owner
ford ikon 1.3 flair,2005.0,61000.0,4637.0,petrol,individual,manual,second owner
maruti swift vdi bsiv,2016.0,620000.0,70000.0,diesel,individual,manual,first owner
maruti swift dzire ldix limited edition,2014.0,425000.0,100000.0,diesel,individual,manual,second owner
tata indica vista aqua 1.3 quadrajet,2009.0,85000.0,120000.0,diesel,individual,manual,second owner
maruti swift 1.3 dlx,2015.0,270000.0,40000.0,diesel,individual,manual,second owner
maruti swift vdi bsiii,2009.0,180000.0,171000.0,diesel,individual,manual,first owner
mahindra kuv 100 mfalcon g80 k2,2017.0,450000.0,30000.0,petrol,individual,manual,first owner
tata new safari dicor 2.2 vx 4x4,2012.0,450000.0,42655.0,diesel,individual,manual,first owner
renault kwid 1.0 rxl,2017.0,250000.0,43000.0,petrol,individual,manual,second owner
toyota innova 2.5 vx 8 str bsiv,2012.0,725000.0,70000.0,diesel,individual,manual,first owner
hyundai i20 magna,2010.0,250000.0,55000.0,petrol,individual,manual,first owner
fiat punto 1.3 active,2010.0,99000.0,80000.0,diesel,individual,manual,second owner
renault kwid 1.0,2017.0,350000.0,55000.0,petrol,individual,manual,first owner
hyundai xcent 1.2 vtvt e plus,2018.0,511000.0,70000.0,petrol,individual,manual,first owner
maruti ritz vdi,2012.0,300000.0,80000.0,diesel,individual,manual,first owner
audi q5 2.0 tfsi quattro,2010.0,1100000.0,110000.0,petrol,individual,automatic,first owner
hyundai i10 sportz 1.2,2010.0,125000.0,60000.0,petrol,individual,manual,third owner
tata tiago 1.2 revotron xz,2018.0,500000.0,30000.0,petrol,individual,manual,first owner
renault duster 85ps diesel rxl,2013.0,385000.0,80000.0,diesel,individual,manual,second owner
skoda rapid 1.6 mpi elegance,2012.0,350000.0,90000.0,petrol,individual,manual,first owner
maruti 800 std bsiii,2003.0,60000.0,50000.0,petrol,individual,manual,first owner
hyundai santro xing gls,2012.0,300000.0,50000.0,petrol,individual,manual,first owner
hyundai i20 1.4 crdi asta,2012.0,400000.0,70000.0,diesel,individual,manual,first owner
ford ecosport 1.5 dv5 mt titanium,2014.0,550000.0,110000.0,diesel,individual,manual,first owner
nissan sunny xl,2012.0,300000.0,80000.0,petrol,individual,manual,second owner
maruti swift vdi,2012.0,250000.0,156000.0,diesel,individual,manual,first owner
toyota innova 2.5 gx 7 str,2012.0,800000.0,171000.0,diesel,individual,manual,first owner
maruti eeco 5 seater ac bsiv,2018.0,300000.0,25000.0,petrol,individual,manual,first owner
maruti alto lx,2004.0,80000.0,120000.0,petrol,individual,manual,first owner
mahindra scorpio s5 bsiv,2020.0,1200000.0,11000.0,diesel,individual,manual,first owner
renault kwid amt,2017.0,355000.0,40000.0,petrol,individual,automatic,first owner
maruti swift dzire vdi,2015.0,520000.0,50000.0,diesel,individual,manual,first owner
hyundai verna 1.6 crdi,2012.0,500000.0,26000.0,diesel,individual,manual,first owner
maruti alto lxi,2008.0,114999.0,30000.0,petrol,individual,manual,first owner
toyota fortuner 4x2 manual,2014.0,1200000.0,50000.0,diesel,individual,manual,first owner
mahindra tuv 300 t6 plus,2018.0,800000.0,20000.0,diesel,individual,manual,first owner
maruti alto lxi bsiii,2008.0,105000.0,30000.0,petrol,individual,manual,second owner
maruti alto lxi,2011.0,135000.0,78000.0,petrol,individual,manual,first owner
maruti wagon r vxi bs iv,2011.0,170000.0,40000.0,petrol,individual,manual,second owner
hyundai verna 1.6 sx vtvt,2014.0,550000.0,100000.0,petrol,individual,manual,first owner
honda city 1.5 v mt,2009.0,250000.0,70000.0,petrol,individual,manual,third owner
hyundai elantra crdi sx,2014.0,650000.0,30000.0,diesel,individual,manual,second owner
honda city 1.5 v at exclusive,2008.0,210000.0,77000.0,petrol,individual,automatic,third owner
volkswagen vento diesel highline,2011.0,260000.0,150000.0,diesel,individual,manual,first owner
maruti swift dzire zdi,2016.0,750000.0,69000.0,diesel,individual,manual,first owner
toyota innova crysta 2.8 gx at bsiv,2016.0,1200000.0,120000.0,diesel,individual,automatic,first owner
maruti ritz vdi,2012.0,220000.0,120000.0,diesel,individual,manual,second owner
hyundai getz 1.3 gls,2008.0,110000.0,110000.0,petrol,individual,manual,second owner
